text,label
vatanına hizmet eden herkes hakettiğini almalı şu an aktif çalışan en önemli üç temel sorunu geçinebilecekleri bir maaş kapsamlı bir sosyal güvence kapsamlı bir korucu kanunu bunlar bütün korucularımizn ortak talep ve beklentileridir,['mesleki-haklar']
yerel seçimlerde ankara ve istanbul akpye geri dönecektir chpnin kıçını kurtaracak hdp ve iyi parti olmayacaktır ve en önemlisi chpnin başında bay kemal olacaktır,"['siyasi-parti', 'seçim', 'siyasi-figür']"
evde engelli ve hasta bakımı yapanların çalışma imkanı yok ve sosyal güvenceleri olmuyor onlarında sağlık güvencesi emeklilik en tabiî hakları yaşımız ilerliyor gücümüz tükeniyor,"['sosyal-yardım', 'sağlık']"
kadına şiddetin tacizin asla ceza almadığı bir kadın hakları dönemi kadınları korumayan umurunda olmayan erkek zihniyeti,"['adalet', 'aile-ve-toplumsal-konular']"
dedem istifa etmediğin sürece halkın gözündeki tanımın senin adın siyasete işkencedir sana oy vermeyenlere eğlencedir güzel bir eser sunmuş bize tam sene önce değerini yeni anladım seçimleri için bestelenmiş bir eser,['siyasi-figür']
memurların sahip olduğu tayin hakları gibi tayin verilmezse yapılacak herşey boş,['mesleki-haklar']
yıldır chp oy veren biri olarak yazıyorum tayyiperdoğana mi destek veriyorsunuz bunu anlıyoruz yeter diyoruz hep sizi destekledik halkı aptal yerine koymayın tek adamdan bıktık artık songül yurdakul,"['siyasi-parti', 'seçim']"
bu bölücü saçmalıkların peşinden gidecek değiliz chp meydanlarda bunları haykırdı demirtaş özgürlük özerkliği getireceğim khkcıların işe iadesi ab şartlarını kabul edecek çekinceleri kaldıracağım anayasada etnik tarif olmaz eşit yurttaşlık,"['siyasi-parti', 'sivil-haklar', 'siyasi-figür', 'sosyal', 'ideoloji']"
siz ne kadar onursuz adamlarsınız halen bu ahmet aydın denilen hırsızı destekliyorsunuz demek ki size iyi besliyor size de yolsuzluk rüşvet torpil kapısı açmış yani kısacası sizde vatan millet bayrak diyerek milyonları cebe indiren hırsızlarsınız,['yolsuzluk']
hayırlı uğurlu olsun sayın vekilim bazı kamu avukatlarına verilip de tutulmayan sözlerin takipçisi olacağınıza size yakıştığı gibi sözünüzü tutacağınıza ve en kısa sürede kamu avukatlarının özlük ve mali haklarının verileceğine inancımız tam,['mesleki-haklar']
anadolunun tüm şehirlerinden sistemli ve ücretsiz limanlara demiryolu hattı ile lojistik destek sağlanmalı bu lojistik işi de profesyonel yönetilmeli yoksa sermaye istanbul ve çerçevesine sıkışıp kalıyor,"['çevre-ve-şehircilik', 'ulaşım']"
kpss ilave atama bekliyor öğretmenlerimiz geleceğimiz umudumuz hepsi geleceğin birer altın parçası seslerine ses verin,"['iş-ve-istihdam','eğitim']"
yakışır sana böyle antin kentin adamlar sevgili valla bravo sana aferin böyle devam topla tüm siyasal islam artıklarını partiye,"['siyasi-parti', 'ideoloji']"
yeniden refah partisi büyük birlik partisi milliyetçi hareket partisi ve ak parti parti olarak kendi logoları ile birlikte seçime girecek,"['siyasi-parti', 'seçim']"
komünist falan ayıp oluyor yalnız,['ideoloji']
allah cezalarını versin çalışanın zam farkını tane tabletten çıkarıyor mahluk komünizm şart kuzey koreyi takdir ediyorum attık ne zaman ilgilenileceksiniz bu piyasayla aylardır lira olan salça şu anda lira marketten geliyorum,"['ekonomi','ideoloji']"
fetönün piçleri bu ülke de hakim savcı polis asker işadamı dernek vakıf medya yönetileriydu türkiyede pkk niçin bitirilemiyordu pkk terör örgütü olsun onun siyasi uzantısı hdp olsun db ye göre bu bir düzenleme getirin,"['güvenlik', 'terör', 'siyasi-parti']"
kpss puanı ile ek atama bekleyen öğretmenler olarak müjde bekliyoruz,['iş-ve-istihdam']
erdoğan sayesinde bakanlık gördün bodur münafık davaroğlu,"['siyasi-figür', 'hükümet']"
türkiye yüzyılında insan hakları değil kadın hakları var kısa süren evlilik çocuk yok ve ayrı yaşadığım hayatımda olmayan birine yasaları zoruyla nafaka ödüyorum boşanma davası evlilik süresini geçti,"['sosyal', 'adalet', 'aile-ve-toplumsal-konular']"
siz islamiyet ve başörtü düşmanlarına neden bu kadar sevecensiniz,['din']
kamal bunu bin kişi ile ve kandırdığı islam ulemalının desteğini alarak bu dinsiz düzeni getirdi ve halk da kabullendi ve entegre oldu neden karşı çıkmadı karşı çıkan ulema dar ağacında sallandırıldı neredeydi o zaman o dindar halk neden ayaklanmadı yani kolay değil öyle,"['din', 'siyasi-figür']"
tanju halen chp üyesi olması bile kılıçdaroğlunun hoşgörü ve demokrasi anlayışının göstergesidir çoktan ihraç edilmesi gerekiyordu,"['siyasi-figür', 'siyasi-parti', 'ideoloji']"
dava satma deyince akla sadece tayyiperdoğan gelir yılında erbakanı yolda bırakıp abd ve siyonizm desteği ile iktidarı tercih eden adam gelir milli görüş gömleğini çıkardık diyen rte gelir dava dava yok ortada tek dava var o da daha çok mal mülk ihale davası,['siyasi-figür']
fetö akpyi beşledi sonra birbirlerini yediler oğlum sıfırladın mı bunları fetö ortaya çıkarttı yolsuzluk yapan kişiler devlete ihanet yapmış oluyor haram olsun,"['terör', 'siyasi-parti']"
iyide iş pezevenkliğe boynuzluluğa gelince batı ölçü alınıyor ama iş bu yine bu milletin faydasına olacak bir uygulama olduğunda batı ölçü alınıyor yıldır mayınları sınırdan kaldırdığı kontrolsüz mülteci akınına mani olunmasın diye eş başkanı görevini yapıyor,"['mülteciler', 'hükümet']"
iktidar islama hizmet ve türkiyenin önünü açmak için camı açmak gibi simgesel işleri bırakmalı türkiyenin sosyal siyasal hukuki iktisadi katmanlarını medeniyetimizin ruhuna uyumlu hale getirilmesi için gerekli çalışmalar ortaya koymalıdır,"['din', 'hükümet']"
belediye şirket işçileri sadece tediye değil tüm sosyal haklarla beraber maaşların düzeltilmesini talep ediyor kişi aileleriyle milyon kişi insan gibi yaşamayı hak ediyor den beri asgari ücret yemek yol ile hayatını daim ettirmekten bir hayli sildim,['mesleki-haklar']
erdoğan yapar anlatmaz ekrem duvar köprü boyar ağzı yaygara erdoğan gece uyumaz gündüz yatmaz ekrem tatilden dönmez işi gücü gargara yaptığı eserlerin bir tanesi de ele avuca sığsa başını boyamış kıçını boyamış açılış yapmış al sana kampanya,"['siyasi-figür', 'siyasi-manipülasyon']"
en güzelini doğrusunu yaptınız bu manipülatif muhalefetle yol yürünmez deprem bölgesi dediler hastane temeli dediler defne hastanesi bitti herkesin her şeyi var yalanla manipüle ettiler ama halk inanmadı bu zavallılara,"['siyasi-manipülasyon', 'sağlık', 'afet',  'hükümet']"
hırsızlıkları ortaya çıkaran bir gazeteciyi güpegündüz darp eden bu haydutlarına kınayacak mısın,['yolsuzluk']
montaj demek sahte olduğu anlamına gelmez ypg terör örgütü değildir diyen sensin hdpkk ile ittifak yapan sensin doğu akdenizde işimiz yok diyen sensin bunları birleştirip video yapmışlar,"['politik-strateji', 'siyasi-manipülasyon', 'terör']"
milliyetçi yanım fena halde destekliyor alevi yanım sağcılara asla güven olmayacağını onlar tarafından katledilen insanları unutma diyor sol tarafım sağcıların ideolojisinin bokunun çıktığının farkında ve ülkücü görüşten nefret ediyor istifa et aq,['ideoloji']
işte bu mevzuyu seçmene anlatamadınız sahte video ya bile ne olmuş yani diyorlar bu saatten sonra iktidar seçmenlerine tek kelime anlatamazsınız o tren gitti seçimi nasıl kazandıkları önemli gerisi teferruattır,"['seçim', 'siyasi-manipülasyon']"
türkiye yüzyılında eğitim hak ettiği yeri alacak devletimizin rekor bütçesi ile eğitime bin atama daha yapılarak öğretmenler için parlayan bir yıldız olacak,['eğitim']
chp birini eleştirileri için ihraç edemezsiniz tanju özcanın halk yanında chp halkın partisi atatürkten miras kalan parti değil mi o halde bizim de söz hakkımız var ve gönderemezsiniz tanju özcanı,"['siyasi-parti', 'siyasi-figür']"
var mı başka pati hangi parti verecek sadece chp sosyal demokrattı orada hepsi sağcı yapma yaaa en ezik en salak sizsiniz,"['siyasi-parti', 'ideoloji']"
la kavşak kilisdar engel olsaydın sahtekarlıklara uyarsaydın ve ikna etseydin seçmeni rteye seçimden önce de sahtekar diyen sen değil miydi neden önlem almadın alamadın la çapsız herif,"['seçim', 'siyasi-figür']"
aranmayla yüzük kolye çıkarma ile ne alakası var onu anlayamadım o işlemi yapan polis o işten para almıyor üstelik totalde öğretmen polisten daha fazla maaş alıyor,"['ekonomi', 'adalet', 'güvenlik']"
chp den yine ihraç edecekmişsiniz aklınızı başınıza alın burası cumhuriyet halk partisi kimsenin babasının çiftliği değil kaybettiniz istifa edin ve gidin artık istenmiyorsunuz tanju özcan yanlız değildir,"['siyasi-parti', 'siyasi-figür']"
bin vaadi verilirken dolar dü şimdi oldu kamu mühendisine yıllardır hiçbir maaş iyileştirmeyi yapılmadı aldığımız sorumluluk çok fazla maaş kuş,"['ekonomi', 'iş-ve-istihdam', 'mesleki-haklar']"
sayın cumhurbaşkanım ekonomist olduğunuz için bir sorum olucak size bugün politika faiz yapıldı ama buna ragmentl dolar karşısında değer kaybetti faizi arttırmanıza rağmen tlnin bir günde bu kadar değer kaybetmesinin mantığını açıklar mısınız,['ekonomi']
anaokulu açıldı bu okullara öğretmen ataması yapılmadı pdr norm güncellemesi yapılmadı binlerce öğretmen ek atama bekliyor,"['eğitim', 'iş-ve-istihdam']"
sn başkanım ev sahipleri sizin tüikin verdiği enflasyon verilerinin üzerinde kira bedelleri istiyor işçi emeklinin verdiğiniz zamlı maaş altında ev sahipleri eziyor bitiriyor kiracılar bir eyleminiz yaptırmanız olacak mı yasa tanımayan ev sahiplerine,"['ekonomi', 'iş-ve-istihdam', 'konut']"
artık yeter istifa edin tayyip en kötü dönemini geçiriyor ekonomi demokrasi insan hakları adaletsizlik sığınmacı tüm kötü gidişe rağmen iktidar olamadınız tam tersi vekil verdiniz chp li seçmenin oylarıyla beceriksizsin artık bırak git tayyip sizin sayenizde iktidar bırak art,"['siyasi-figür', 'seçim']"
suriyeli afganistanlı pakistanlı gençlere mi reis,['mülteciler']
nah alamaz mutabakat anlaşman kaldırınıldı son norveçten mülk alıp vatandaş olamazsın ama o senden alabilir ulan daha vize debile norveçli vizesiz geliyor sana vizeyle gidiyorsun iki ihtimal var ya tuz kondurmamak için böyle yapıyorsun ki bu seni koyun yapıyor ya da câhilsin cidden,['dış-politika']
masada adaylığını zorla kabul ettiren kim bu algıyı yaratandı sadece peki seçimin ortasında nünsiyasi yasağı onansaydı ne olacaktı erdoğan referandum gibi tek başına seçimi tamamlayacaktı şimdi bunların olabilme ihtimaline rağmen aday gösterilir mi,['seçim']
milyona yakını yasal kaçak ve mülteci yabancı var bu kabul edilemez bir orandır hem yerli insanlarımızın ucuz kira ve konut ihtiyacı hem iş imkanları hem de doğal kaynaklarımızın tüketimi ve çevre tahribatı ve kirliliği açısından bu yasa çok hayati bir öneme sahiptir,"['çevre-ve-şehircilik', 'konut', 'mülteciler']"
seviyeni ve karakterini belli ettin kaset komplosu ile parti ele geçirenlerin o alışkanlığı cumhurbaşkanlığı seçim sürecinde de sürdürdüğünü gördük muharrem inceye yapılanları gördük o yüzden kime karşı nerede duracağımızı senin gibin öğrenecek değiliz anladın sen,"['siyasi-figür', 'siyasi-manipülasyon']"
lider ülke türkiyede artık terör odakları şer ve sempatizan odakları bitecektir muasır medeniyeti getirecek güçlü ülke olacaktır medeniyeti ve milli şuurla hareket edip dünya çapında türklüğü yayacaktır,['terör']
yaşasın halkların demokratik partisi yaşasın demirtaş yaşasın yüksekdağ ve yoldaşları özgür yarınlar yakındır hep beraber sayenizde türkiyemize eşitliği getireceğiz kalbimiz sizinle,"['siyasi-parti', 'siyasi-figür', 'sivil-haklar', 'eşitlik']"
eğitimde fırsat eşitliği ve kritik dönem eğitimi işinin ehli okul öncesi öğretmeninden alınması için yas zorunluluğunun yürürlüğe girmesini istiyoruz resmi gazetede bektaş,"['eğitim', 'iş-ve-istihdam']"
türkiye yüzyılına yakışır maaş istiyoruz,['mesleki-haklar']
maalesef siz hiç seçim kazanamamış hala o koltuklara yapışıp kalmanız bırakın gidin evinize bizi ayasofyayı eski haline getireceğim diyenlere iha ve kötüleyenlere kızgın ve kırgın evine dön torunlarını sev,['seçim']
küresel ısınma kontrol altına alabilmek için her bakanlık çalışmalar yapmalıdır şu an yer alan teknik kadro yetersiz kalacaktır ülkemizdeki değişimlerin sonuçlarından kötü etkilenmemek için şimdiden önlemler alınmalıdır personel takviyesi şarttır,['çevre-ve-şehircilik']
arpacı toplanan bazı yardımların deprem bölgesine gönderilmediği iddiaları doğru mudur,['afet']
kazanırsanız saygı duyarız tabi ama önce içinizi temizleyin bu haliyle ittifakınız gelecek için ne kadar tehlikeli görmüyor musunuz ne atatürk ilkeleri kaldı ne ulusçuluk ne milliyetçilik her önüne geleni içinize aldınız,['ideoloji']
cumhurbaşkanımızın açıklaması ile kamu işçisine olarak verilen fazla mesai ücreti this ve türkiş tarafından deniz kamu işçisine a düşürülmüştür deniz emekçileri mağdur edilmiştir bu yanlış bir an önce düzeltilsin,['mesleki-haklar']
cumhurbaşkanımız sayının tensipleriyle tarım ve orman bakan yardımcısı olarak atanan sayın sayın sayın ve sayın ye görevlerinde başarılar diler hayırlı olması temennisiyle dua ve saygılarımı arz ederim,['hükümet']
kılıçdaroğlu ve ekibi herşeyi söylüyor vaatler havada uçuyor da bunları nasıl yapacak sıkıntı burada paraları dağıttın sene sonra hazine boşaldı sonra ımf dünya bankasından borç onların limit doldu sonra ecevit gibi g ülkelerine mektup yazıp para dileneceksiniz bu mu çözüm,"['ekonomi', 'siyasi-figür']"
eski milli eğitim bakanımız kpss puanı ile ilave atamalar olacağını söylemişti seçim döneminde yine birçok devlet yetkilisi yeni kabine ile atamanın gerçekleşeceğini dile getirdi verilen sözler tutulsun istiyoruz,"['eğitim', 'iş-ve-istihdam', 'hükümet']"
birader yenile dedik atatürkçüleri yenen dedik sen gittin fetöcü yerine has fetöcü getirdin eskisinden beter oldu,['terör']
yüzde lak mülteci karşıtı oyu bile göremedin yok suriyeli kardeş yok davulla zurnayla muhabbetine gidin başkası kaptı oyu reise taşıdı ve kazandı gerekirse zorla göndereceğim deseydin şimdi bakanlar kurulu topluyor olacaktın,"['mülteciler', 'seçim','hükümet']"
cumhurbaşkanımız sn receptayyip erdoğanın tensipleriyle gençlik ve spor bakanlığı bakan yardımcısı atanan sn dr yeni görevinde en kalbi duygularımla başarılar dilerim allah yardımcısı olsun,['hükümet']
vay be bülent turan öylemi ayasofya imamın görevden alınmasına sebep olan şaşırmadık ki bizde değersizler değer görüyor neyse yine de vatan hizmeti allah yardımcınız olsun,['din']
adalet ve hukuk sistemi demeye utanmalı önce insan bin şehidin katiline seçim öncesi özgürlük vaat edip selahattin demirtaş ve fetöcüleri dışarı çıkar az derken hangi hukuk ve yargı sisteminden bahsediyorsun sen ve takım arkadaşların,"['adalet', 'siyasi-figür', 'terör']"
seçim kaybeden kemal kılıçdaroğlu aslında erdoğanın adamı bu çok konuşulan iddiayı artık partililer de yüksek sesle dile getirmeye başladı bence onurlu bir şekilde çekilmeli aksi halde,['siyasi-figür']
son yılların en güzel duruşumu chp saadet fakat akp islamiyet ile ilgili konuştuğunda ona cevap veremeyen saadet partisini anlamak imkansız neden cevap vermişsiniz herkesin duyacağı şekilde o zaman chp tek başına mücadele ediyor hem islamiyet olarak hem vatanseverlik olarak,"['din', 'siyasi-parti']"
aileleri ile birlikte milyon belediye şirket işçisi kadro bekliyor,['iş-ve-istihdam']
sayın kemal kılıçdaroğlu burası dalaman ana caddesi aylardır asfalt atmıyor muğla büyükşehir cam pencere açılmıyor konuyu ancak siz çözersiniz muğla büyükşehir çözmüyor,"['siyasi-figür', 'çevre-ve-şehircilik']"
sn ekonomiye katkı sağlayan sanayide ülkenin üretim lokomotifi olan staj mağdurları neden desteklenmez sn meslek lisesi memleket meselesi değil miydi sn meslek liselerine olan ilgi azalıyor est,['iş-ve-istihdam']
kılıçdaroğlu yalanı meslek edinmiş bir siyasetçi pkk ya kürdistan devletini kurduracaktı başaramadı şimdi doğu anadolu ve güneydoğu anadolu bölgelerinden petrol ve doğalgaz fışkırıyor değerli madenler ve sıcak su kaynakları çıkıyor emeline ulaşamadı,"['siyasi-figür', 'siyasi-manipülasyon', 'terör']"
istanbul gayrettepe ve çoğu metro duraklarındaki klimalar neden çalışmıyor arızalıysada neden giderilmiyor,"['ulaşım', 'çevre-ve-şehircilik']"
sevgili sadece meraktan soruyorum ne oldu nas askıya mı alındı yoksa cüzdan imana baskın mı geldi merkez bankası baz puan faiz arttırarak politika faizini den e çıkarttı,['ekonomi']
türk milletinin ı sığınmacılardan rahatsız ülkelerine gönderilmelerini istiyorlar bunun tek yolu referandum,"['mülteciler', 'seçim']"
tüsiad genel sekreteri sayın bahadır kaleağası ve başekonomist sayın zümrüt imamoğluna iyi parti stk başkanı burak akburak stk sek hakan sidalı ile ziyaretimizde bize gösterdikleri ilgi ve misafirperverlikten dolayı şükranlarımı sunarım,"['ekonomi', 'siyasi-parti', 'siyasi-figür', 'hükümet']"
abdullah gül,['siyasi-figür']
bay kemal piyonları üredi çok tehlikeli çok cu bunlar,['siyasi-figür']
daha önce benden oy alamayacağını anlayan adem uzunun kardeşi eyüp uzun köy kahvesinde oy vermeyeceksen dükkana olan borcunu öde ben o parayla iki oy satın alırımdedi,['seçim']
tamam işte temeli anlamadınız hala üniversite bir meslek edindirme kursu değildir daha fazla para kazanmayı garanti etmez sen istediğin kadar eğitim al bir tesisatçı bin bile kazanır ne yapacağız doktora bin mi vereceğiz eğitimsiz olup çok para kazanan tonla insan var,"['eğitim', 'iş-ve-istihdam']"
en fazla desteği bu hükümetten aldılar biliyorsun ne olacak chp gelince görelim belki bir nesil gençliğin sınav soruları çalınılmaz memlekete liyakat gelir kaçaklar gider ekonomiye güven gelir ülkemize yatırım gelir üreticiye destek verirler insanları ayrıştırmazlar,"['ekonomi', 'sosyal-yardım', 'hükümet', 'siyasi-parti', 'mülteciler']"
sanatçı nurseli idiz gerçeği olduğu gibi söylemiş çıplak kadın görmekten fenalık geldi artık donla sütyenle dolaşıyorlar bu ilkelliğe son verelim kadınların vücudu değerlidir sergi malzemesi değildir bunun farkına varalım,"['kültür-ve-sanat', 'aile-ve-toplumsal-konular']"
bu şahıslarla devlete baş kaldırıyor acilen devlet bunlardan hesap sormalı geç olmadan birilerinin canı yanmadan,['hükümet']
basın özgürlüğü diyenler basın mensuplarına kalemini sattı diye laf söylüyor hain terör örgütleri ile alakalı ceza evine girenleri ise mecliste alkışlatıyor onda isim söyleyecek yürek var mı acaba ortaya bir laf atıyor kendilerine destek veren herkesi zan altında bırakıyor,"['adalet', 'hükümet', 'terör']"
sen ayasofyayı aç allah sana bir yerden petrol fışkırır kadir mısıroğlu gabar dağından petrol fışkırıyor liderimiz tayyiperdoğan,"['siyasi-figür', 'din']"
maalesef insanlık suçları işletmeye devam ediyor eyy insanlık ve avrupa duy artık masum ve mazlumların sesini,['mülteciler']
kısa kol diye bir şey olduğunu bilseydik sigorta girişimizi kendimiz yaptırırdık başka yerlerde çalışarak ama çoçuktuk bilemedik şimdi bu kandırlmişliği çözmek devletimize yakışır sn,"['mesleki-haklar', 'hükümet']"
ne hikmetse bu piyasa ve küresel şartlar hep kdv indirim kararının ardından oluyor,['ekonomi']
kimseye aday olma önünü keserim demem ama önünü keserim gayet net anlaşıldı biz de muhalefetten bütün kadrolar değişene kadar istifa ediyoruz belediye seçimleri dahil boykot ilan ediyoruz seçim kaybetmişsiniz,['seçim']
evet neredesin bu faizler nas nereye gitti rahmetli erbakan hoca duruşu gibi dik duran kalmadı,['ekonomi']
sen hırsız diyen hırsızın yanına dondun hırsız düzenbaz recep görevde olduğu sürece dış borç ve israf bitmez o yüzden akp gibi şeriatçı araplar hariç kimse para vermez yallah katar ve arabistana memo,"['ekonomi', 'yolsuzluk']"
şimdi otur izle ikinci turda deprem bölgesi size ne yapacak resital sunacak resital o bölge insaniyim bende hiç tanımamışsınız o bölge insanını bize turda tanıtacağız kendimizi,"['afet', 'seçim']"
bu tarzı size toplu halde online eğitim vererek mi kazandırıyorlar böyle çocuk orada oyna sarsak filan diye laf atıp duruyorsunuz kelimeden uzun cümle yazamıyorsun nedir amaç,['eğitim']
bakın saat fazla mesai ücretim utanmamışlar bundan bile vergi kesmişler hemşire saatlik nöbet ücreti tl doktor saatlik nöbet ücreti tl temizlik personeli gece ücreti tl,"['iş-ve-istihdam', 'mesleki-haklar', 'sağlık']"
biz her türlü eleştiriye açık olan bir partiyiz beni her zaman eleştirebilirsiniz diyen baybaş kemal kendisini eleştirdiği için kesin ihraç talebiyle tanju özcanı disipline sevk etti,"['siyasi-figür', 'siyasi-parti']"
etti hocamız da etmek zorunda çünkü fındıklı ayyaşlardan sebep yeterince üzerine musibet çekti heryer çöp heryer plastik cam atık orada bütün politik partiler suçlu en başta eğitim müdürü ve müdürler suçlu hatta kaymakam daha çok suçlu neyse biz e gelelim,"['eğitim', 'çevre-ve-şehircilik']"
hayırdır chp babanızın malı mı ya seve ya seve istifa edecek yoksa yerel seçimlerde fenomen belediyeleri de kaybedecektir bu kadarına da mı kafanız basmıyor,"['siyasi-parti', 'seçim']"
bu ülkenin öz evlatları çocuk yaşta çalıştı emek verdi emekliliği hak etti fakat ne yazık ki hakları verilmiyor staj ve çıraklık ssk başlangıcı olsun stajzede ilknur,['mesleki-haklar']
sosyalizm getiren adam herkesi eşitlemiş,['ideoloji']
bence o tren kaçırıldı ve amerikanın bize tavsiyesi olan ingilizlerin uygun gördüğü bir islam devleti ile yola devam edilecektir maalesef türk halkı medeni dünyada bilgiye erişimin en kolay olduğu çağda kendini bu yapıya hapsetmiştir büyük israile doğru,"['ideoloji', 'din', 'dış-politika']"
nin seçimi kazanması için acil konut fiyatları kira fiyatları düzenlemesi acil göçmen politikası düzenlemesi gıda fiyatlarında düşüş akaryakıtta düşüş yani kısaca milletin cebini ilgilendiren işler yapması gerek onun dışında muhalefet bile olması zor,"['konut', 'mülteciler']"
mümkünse ideolojisiz dsöyüz lgbtyiz,['ideoloji']
yalaka olduğun müddetçe en iyisi sensin ufak bir eleştiri yapınca tekmeyi at sırtını dön siyaset böyle bir şeymiş demek,['politik-strateji']
interpol tarafından kırmızı bültenle aranan pkk kcknın sözde yürütme konseyi üyesi abdurrahman çadırcıyı suriyenin kuzeyindeki kamışlıda etkisiz hale getirdi merak etmeyin şardık içine de mum koydum ışıklar içinde uyur,['terör']
yüksek müzik çalan arabalar konu geçilen yer istanbul hocam kasaba değil orası normal resmen arabada kulaklık taksınlar diyorsunuz,"['kültür-ve-sanat', 'aile-ve-toplumsal-konular']"
kadının söylediklerinin hepsi gerçek mi kadın yalan söylemez mi kadın iftira atmaz mı kadın nedir bunu bir açıklayın kadında nefis yok mu kadın insan değil mi insan hakları nerede peki,"['sosyal', 'sivil-haklar', 'aile-ve-toplumsal-konular']"
bir nesli yeniden imar edecek olan kişiler öğretmenlerdir öğretmenler okullarında olmak istiyor ek atama müjdesini bekliyoruz,"['eğitim', 'iş-ve-istihdam']"
cumhurbaşkanımız sayının tensipleriyle bankacılık düzenleme ve denetleme kurulu başkanı olarak atanan hemşehrimiz sn beyi tebrik eder başarılar dilerim ülkemiz için hizmet etmeye devam,"['ekonomi', 'hükümet']"
türkiye büyük millet meclisi idare amiri olan şanlıurfa milletvekilimiz sayın makamında ziyaret ederek hayırlı olsun dileklerimizi ilettik rabbim muvaffak eylesin,['hükümet']
bu isveçlilerde sayın korkusu var olduğu müddetçe cumhurbaşkanımız sayın her istediğini eninde sonunda tıpış tıpış yapacaklar başka türlü nato onlar için hayal olur gerçeği gördüler,"['hükümet', 'dış-politika']"
karşıyaka belediyesi çevre koruma ve kontrol müdürlüğü yaz aylarında sayıları artan haşereler ile mücadelede ekolojiye zarar vermeyen yöntemler kullanmaya devam ediyor,['çevre-ve-şehircilik']
açıklandığında dolar olan asgari ücret daha uygulanmadan dolara düştü böyle mi olsun istiyordunuz gerçekten liler,['ekonomi']
chpye oy my yok bu boşluğu doldurmak zorunludur başarılar meral mommy bu koşer kemala selam bile verme lütfen,"['siyasi-figür', 'siyasi-parti']"
sol sosyalistler kemalist partiler uyardı sizi siz uyanmadığınız mi bize mi uyutuyorsunuz sol parti tkp çizgisine yaklaşın,"['ideoloji', 'siyasi-parti']"
nasıl yapacaksın ayıptır sorması afrindeki pkk ypd yi mi getireceksin yoksa amerika da ki fetöcülerimi toplycaksınız chp ye oy versin diye yetmedi heralde pkknın seçmenleri ne yaprsanz yapın terör ve yandaşları zerre zarar veremeyecek demokrasi ye merak etme barış yaranılmış,"['seçim', 'terör']"
bizde diğer statülerde olduğu gibi alp yapısı sağlam tam eğitimli tam donanımlı meslek etiğine uygun bir okul ve eğitim kurumu istiyoruz bununla birlikte aidiyet duygusu artacak görev bilinci daha da yükselecektir inanın buda kadroyla olacaktır,['eğitim']
siz indis politika ve güvenlikle ilgili danışmanı değil misiniz bu başıboş sokak köpeği sürüleri ve pawguards oluşumuyla alakanız nedir size ne biz ve belediyelere sesimizi duyurarak çözmeye çalışıyoruz,['çevre-ve-şehircilik']
yazık her havalimanı açtı hava yolunu halkın yolu yaptı milyonlarca para kazandınız havaalanı olmasa nereye gidecektiniz yazık yurt dışına uçabilmem için mit ve kuvvetlerini gönderdi aylarca güvenliği sağladı siz uçabildiniz tenegarları kandırabilirsiniz,['ulaşım']
bir öğretmenin yaşadıkları zorluklar bu yüzden öğretmen okulda olmalı o dağ başı okuldur o yalnız ağaç öğretmendir,['eğitim']
istanbul ankara adana antalya ak partiye verip gideceksiniz değil mi kutsal ittifak,"['siyasi-parti', 'seçim']"
enerjik özverili fazlasıyla çalıştı orkestra şefi gibi çalıştırdı ayrıca çok dürüst buralarda sorun yok kendi twitter de beni takip ettiği yılında dm den chpnin başından gitmesi gerektiğini seçim kazanma sanışının hiç olmadığını yazmıştım fikrim aynı,"['siyasi-figür', 'siyasi-parti', 'seçim']"
vekili seçilen ismail çağlar bayırcının dayısı adem uzunun muhtarlığını iptal ettirmek için açtığım davayı geri çekmem için rüşvet teklif ettiler tabii ki yine kabul etmedim,['adalet']
